Company,Panda Link,Tax Name,Master Tax ID,Original Subject Wages,Original Gross Subject Wages,Original Amount,Corrected Subject Wages,Corrected Gross Subject Wages,Corrected Amount,Payment Amount,Comments,Unique ID,Period Requested,Y / Q,Tier,Wage diff,Gross wage diff,Tax Diff,Prepaid?,Type,Tax Lib,MasterTax Major,MT Paper/Efile,Reviewer,Week,Start Time,End Time,Status,Payment Made?,Fake News?,Notes,Root Cause,Helper,TRes
Fostering Hope,https://app.gusto.com/panda/companies/7757616923760519,Missouri Unemployment Insurance Tax,MO0000-010,"$7,800.00","$7,800.00",$3.90,$0.00,$0.00,$0.00,$0.00,"We corrected wages to account for a backdated MO SUI exemption effective 1/1/2019. We are amending returns to reflect the corrected totals. - 03396132  (breanne.macnaughton@gusto.com at Aug 06, 2019 at  5:17 PM)",2019243683.7166666667MO0000-0107757616923760519,8/2/2019,2019 2,Tier 1,"-$7,800.00","-$7,800.00",-$3.90,Reversal,SW reduction,"Employee was overpaid wages, funds have been recouped",MO0000-010,Paper,Baker,12/9/2019,,,Needs Assistance,No,No,Does not show up in MT/MT recreate.,Exemption,,
Foundation for Government Accountability,https://app.gusto.com/panda/companies/7757616923520968,Tennessee State Unemployment Insurance Premiums,TN0000-010,$0.00,$0.00,$0.00,"$7,627.68","$8,095.38",$205.95,$0.00,"Marking Q2 2019 for amendment since the employee, Megan Schmidt moved from Kansas to Tennessee on May 15, 2019.  (luis.dezubiria@gusto.com at Aug 13, 2019 at  2:00 PM)",2019243690.55625TN0000-0107757616923520968,8/9/2019,2019 2,Tier 1,"$7,627.68","$8,095.38",$205.95,Yes,SW increase,"Administrative error, employee payroll was not included on the original return",TN0000-010,Paper,Ryan,12/2/2019,,12/6/2019,Done,No,Yes,No original TN SUI filing,State Tax,,17.0
Foundation for Government Accountability,https://app.gusto.com/panda/companies/7757616923520968,Kansas State Tax,KS0000-001,"$16,190.76","$16,190.76",$750.00,"$8,095.38","$8,095.38",$375.00,$0.00,"Marking Q2 2019 for amendment since the employee, Megan Schmidt moved from Kansas to Tennessee on May 15, 2019.  (luis.dezubiria@gusto.com at Aug 13, 2019 at  2:00 PM)",2019243690.55625KS0000-0017757616923520968,8/9/2019,2019 2,Tier 3,"-$8,095.38","-$8,095.38",-$375.00,Reversal,SW reduction,"Employee was overpaid wages, funds have been recouped",KS0000-001,Manual,,,,,,,,,,,
Foundations Investment Advisors LLC,https://app.gusto.com/panda/companies/7757616923512855,Arizona State Unemployment Tax,AZ0000-010,"$118,138.46","$394,805.75","$2,362.75","$111,138.46","$382,828.55","$2,222.75",$0.00,"\Mark company return for Q1 2019 as needing amendment\ Original filing showed subject wages and amounts for Arizona for Kyle B. when he should have been in Nebraska. This amendment reflects the corrected totals (03786820)  (megan.redmond@gusto.com at Oct 07, 2019 at  2:07 PM)",2019143745.5694444444AZ0000-0107757616923512855,10/4/2019,2019 1,Tier 2,"-$7,000.00","-$11,977.20",-$140.00,Reversal,SW reduction,"Employee was overpaid wages, funds have been recouped",AZ0000-010,Paper,Sonia,12/9/2019,,12/10/2019,Done,No,No,,State Tax,,9.0
Foundations Investment Advisors LLC,https://app.gusto.com/panda/companies/7757616923512855,Nebraska State Tax,NE0000-001,$0.00,$0.00,$0.00,"$10,066.38","$10,066.38",$0.00,$0.00,"\Mark company return for Q2 2019 as needing amendment\ Original filing showed subject wages and amounts for Arizona for Kyle B. when he should have been in Nebraska. This amendment reflects the corrected totals (03786820)  (megan.redmond@gusto.com at Oct 07, 2019 at  2:07 PM)",2019243745.5708333333NE0000-0017757616923512855,10/4/2019,2019 2,Tier 3,"$10,066.38","$10,066.38",$0.00,No,SW increase,"Administrative error, employee payroll was not included on the original return",NE0000-001,Manual,,,,,,,,,,,
Foundations Investment Advisors LLC,https://app.gusto.com/panda/companies/7757616923512855,Nebraska State Unemployment Tax,NE0000-010,$0.00,$0.00,$112.50,"$9,000.00","$11,977.20",$112.50,$0.00,"\Mark company return for Q1 2019 as needing amendment\ Original filing showed subject wages and amounts for Arizona for Kyle B. when he should have been in Nebraska. This amendment reflects the corrected totals (03786820)  (megan.redmond@gusto.com at Oct 07, 2019 at  2:07 PM)",2019143745.5694444444NE0000-0107757616923512855,10/4/2019,2019 1,Tier 1,"$9,000.00","$11,977.20",$0.00,No,SW increase,"Administrative error, employee payroll was not included on the original return",NE0000-010,Paper,,,,,,,,,,,
Foundations Investment Advisors LLC,https://app.gusto.com/panda/companies/7757616923512855,Nebraska State Unemployment Tax,NE0000-010,$0.00,$0.00,$0.00,$0.00,"$10,066.38",$0.00,$0.00,"\Mark company return for Q2 2019 as needing amendment\ Original filing showed subject wages and amounts for Arizona for Kyle B. when he should have been in Nebraska. This amendment reflects the corrected totals (03786820)  (megan.redmond@gusto.com at Oct 07, 2019 at  2:07 PM)",2019243745.5708333333NE0000-0107757616923512855,10/4/2019,2019 2,Tier 1,$0.00,"$10,066.38",$0.00,No,SW increase,"Administrative error, employee payroll was not included on the original return",NE0000-010,Paper,,,,,,,,,,,
Foundations Investment Advisors LLC,https://app.gusto.com/panda/companies/7757616923512855,Arizona State Unemployment Tax,AZ0000-010,"$25,823.08","$353,467.60",$516.49,"$25,823.08","$343,401.22",$516.49,$0.00,"\Mark company return for Q2 2019 as needing amendment\ Original filing showed subject wages and amounts for Arizona for Kyle B. when he should have been in Nebraska. This amendment reflects the corrected totals (03786820)  (megan.redmond@gusto.com at Oct 07, 2019 at  2:07 PM)",2019243745.5708333333AZ0000-0107757616923512855,10/4/2019,2019 2,Tier 2,$0.00,"-$10,066.38",$0.00,No,SW reduction,"Employee was overpaid wages, funds have been recouped",AZ0000-010,Paper,Sonia,12/9/2019,,12/10/2019,Done,No,No,,State Tax,,9.0
Foundations Investment Advisors LLC,https://app.gusto.com/panda/companies/7757616923512855,Arizona State Tax,AZ0000-001,"$394,805.75","$394,805.75","$6,727.11","$382,828.55","$382,828.55","$6,081.27",$0.00,"\Mark company return for Q1 2019 as needing amendment\ Original filing showed subject wages and amounts for Arizona for Kyle B. when he should have been in Nebraska. This amendment reflects the corrected totals (03786820)  (megan.redmond@gusto.com at Oct 07, 2019 at  2:07 PM)",2019143745.5694444444AZ0000-0017757616923512855,10/4/2019,2019 1,Tier 2,"-$11,977.20","-$11,977.20",-$645.84,Reversal,SW reduction,"Employee was overpaid wages, funds have been recouped",AZ0000-001,Paper,Dan,12/2/2019,,12/6/2019,Done,No,No,91 7199 9991 7039 4792 4490,Reversal,,9.0
Foundations Investment Advisors LLC,https://app.gusto.com/panda/companies/7757616923512855,Arizona State Tax,AZ0000-001,"$353,467.60","$353,467.60","$7,632.95","$343,401.22","$343,401.22","$7,089.59",$0.00,"\Mark company return for Q2 2019 as needing amendment\ Original filing showed subject wages and amounts for Arizona for Kyle B. when he should have been in Nebraska. This amendment reflects the corrected totals (03786820)  (megan.redmond@gusto.com at Oct 07, 2019 at  2:07 PM)",2019243745.5708333333AZ0000-0017757616923512855,10/4/2019,2019 2,Tier 2,"-$10,066.38","-$10,066.38",-$543.36,Reversal,SW reduction,"Employee was overpaid wages, funds have been recouped",AZ0000-001,Paper,Ben,12/9/2019,,12/12/2019,Done,No,No,Done,State Tax,,9.0
Foundations Investment Advisors LLC,https://app.gusto.com/panda/companies/7757616923512855,Nebraska State Tax,NE0000-001,$0.00,$0.00,$0.00,"$11,977.20","$11,977.20",$0.00,$0.00,"\Mark company return for Q1 2019 as needing amendment\ Original filing showed subject wages and amounts for Arizona for Kyle B. when he should have been in Nebraska. This amendment reflects the corrected totals (03786820)  (megan.redmond@gusto.com at Oct 07, 2019 at  2:07 PM)",2019143745.5694444444NE0000-0017757616923512855,10/4/2019,2019 1,Tier 3,"$11,977.20","$11,977.20",$0.00,No,SW increase,"Administrative error, employee payroll was not included on the original return",NE0000-001,Manual,,,,,,,,,,,
FreeeUp,https://app.gusto.com/panda/companies/7757616923658381,"Denver OPT, for employers",CO0080-137,$0.00,"$27,126.68",$8.00,$0.00,"$58,029.15",$12.00,$4.00,,2019343749.5701388889CO0080-0517757616923658381,10/11/2019,2019 3,Tier 3,$0.00,"$30,902.47",$4.00,No,SW increase,"Administrative error, employee payroll was not included on the original return",CO0080-051,Manual,,,,,,,,,,,
FreeeUp,https://app.gusto.com/panda/companies/7757616923658381,"Denver OPT, for employees",CO0080-051,$0.00,"$27,126.68",$5.75,$0.00,"$58,029.15",$11.50,$5.75,,2019343749.5701388889CO0080-0517757616923658381,10/11/2019,2019 3,Tier 3,$0.00,"$30,902.47",$5.75,No,SW increase,"Administrative error, employee payroll was not included on the original return",CO0080-051,Manual,,,,,,,,,,,
"fresh.Expertise, LLC",https://app.gusto.com/panda/companies/7757616923490338,Minnesota State Withholding Tax,MN0000-001,"$95,684.68","$95,684.68","$6,224.00","$95,854.50","$95,854.50","$6,224.00",$0.00,"02842058 benefits reversed out for one employee, increased wages for the quarter (camden.quigley@gusto.com at Apr 29, 2019 at 12:47 PM)",2019143580.4944444444MN0000-0017757616923490338,4/19/2019,2019 1,Tier 2,$169.82,$169.82,$0.00,No,SW increase,"Administrative error, employee payroll was not included on the original return",MN0000-001,Hand Key,Ian,12/9/2019,,12/13/2019,Done,,,	0-457-030-688,Benefit,,34.0
Friends of NOPL,https://app.gusto.com/panda/companies/7757616923722286,Louisiana Unemployment Insurance Tax,LA0000-010,"$17,547.00","$21,731.84",$0.00,$0.00,$0.00,$0.00,$0.00,"Company is a non-profit and thus not liable for state unemployment. Account has been closed with the state. 03367247 (zawadi.ungadi@gusto.com at Aug 07, 2019 at  2:43 PM)",2019143684.58125LA0000-0107757616923722286,8/2/2019,2019 1,Tier 2,"-$17,547.00","-$21,731.84",$0.00,No,SW reduction,"Employee was overpaid wages, funds have been recouped",LA0000-010,e-File,Garrett,12/9/2019,,12/13/2019,"Need Import,Done",No,No,,Exemption,,19.0
Friends of NOPL,https://app.gusto.com/panda/companies/7757616923722286,Louisiana Unemployment Insurance Tax,LA0000-010,"$5,553.00","$26,098.07",$0.00,$0.00,$0.00,$0.00,$0.00,"Company is a non-profit and thus not liable for state unemployment. Account has been closed with the state. 03367247 (zawadi.ungadi@gusto.com at Aug 07, 2019 at  2:43 PM)",2019243684.5833333333LA0000-0107757616923722286,8/2/2019,2019 2,Tier 2,"-$5,553.00","-$26,098.07",$0.00,No,SW reduction,"Employee was overpaid wages, funds have been recouped",LA0000-010,e-File,Garrett,12/9/2019,,12/13/2019,"Need Import,Done",No,No,,Exemption,,19.0
Frontier Fare Testing LLC,https://app.gusto.com/panda/companies/7757616923713573,Alaska Unemployment Insurance Tax (employee portion),AK0000-020,"$18,992.83","$18,992.83",$94.98,"$16,829.37","$16,829.37",$84.16,$0.00,"Amending to remove an employee from the AK SUTA filing. The employee is actually exempt but was mistakenly added (victoria.rod@gusto.com at Aug 07, 2019 at  4:09 PM)",2019243684.6680555556AK0000-0107757616923713573,8/2/2019,2019 2,Tier 3,"-$2,163.46","-$2,163.46",-$10.82,Reversal,SW reduction,"Employee was overpaid wages, funds have been recouped",AK0000-010,Paper,Sonia,12/2/2019,,12/6/2019,Done,No,No,,Exemption,,18.0
Frontier Fare Testing LLC,https://app.gusto.com/panda/companies/7757616923713573,Alaska Unemployment Insurance Tax (employer portion),AK0000-010,"$18,992.83","$18,992.83",$222.21,"$16,829.37","$16,829.37",$196.90,$0.00,"Amending to remove an employee from the AK SUTA filing. The employee is actually exempt but was mistakenly added (victoria.rod@gusto.com at Aug 07, 2019 at  4:09 PM)",2019243684.6680555556AK0000-0107757616923713573,8/2/2019,2019 2,Tier 3,"-$2,163.46","-$2,163.46",-$25.31,Reversal,SW reduction,"Employee was overpaid wages, funds have been recouped",AK0000-010,Paper,Sonia,12/2/2019,,12/6/2019,Done,No,No,,Exemption,,18.0
"Fulfillment Plus, Inc",https://app.gusto.com/panda/companies/7757616923744104,Missouri Unemployment Insurance Tax,MO0000-010,"$157,024.16","$175,660.52","$2,072.76","$157,354.16","$175,990.52","$2,077.12",$4.36,"Case Number: 03131147 - Lindsay Murray - External entered to correct for the incorrect historical that was entered (robin.nigro-dickey@gusto.com at Jun 21, 2019 at  7:23 AM)",2019143637.3048611111MO0000-0107757616923744104,6/21/2019,2019 1,Tier 1,$330.00,$330.00,$4.36,No,SW increase,"Administrative error, employee payroll was not included on the original return",MO0000-010,Paper,Baker,12/9/2019,,12/11/2019,Done,No,No,sent 12/13,External,,24.0
"Fulfillment Plus, Inc",https://app.gusto.com/panda/companies/7757616923744104,Missouri Withholding Tax,MO0000-001,"$175,660.52","$175,660.52","$5,841.00","$175,990.52","$175,990.52","$5,841.00",$0.00,"Case Number: 03131147 - Lindsay Murray - External entered to correct for the incorrect historical that was entered (robin.nigro-dickey@gusto.com at Jun 21, 2019 at  7:23 AM)",2019143637.3048611111MO0000-0017757616923744104,6/21/2019,2019 1,Tier 3,$330.00,$330.00,$0.00,No,SW increase,"Administrative error, employee payroll was not included on the original return",MO0000-001,Conga,,,,,,,,,,,
Full Plate Farm LLC,https://app.gusto.com/panda/companies/7757616923759546,Vermont Unemployment Insurance Tax,VT0000-010,"$1,566.50","$1,566.50",$15.67,$0.00,$0.00,$0.00,$0.00,,2019243675.4131944444VT0000-0107757616923759546,7/26/2019,2019 2,Tier 1,"-$1,566.50","-$1,566.50",-$15.67,Reversal,SW reduction,"Employee was overpaid wages, funds have been recouped",VT0000-010,Paper,Helper,12/9/2019,,,,,,,,,
"Full Stack Talent, LLC",https://app.gusto.com/panda/companies/7757616923620341,Florida State Unemployment Tax,FL0000-010,"$24,959.20","$100,301.64",$673.89,"$24,959.20","$100,804.76",$673.89,$0.00,"Need amendment for Q2 benefit reversal for Michele Almeida pay period 5/27- 6/09 per case 03292546 (mel.garza@gusto.com at Aug 07, 2019 at 10:20 AM)",2019243684.4277777778FL0000-0107757616923620341,8/2/2019,2019 2,Tier 1,$0.00,$503.12,$0.00,No,SW increase,"Administrative error, employee payroll was not included on the original return",FL0000-010,Paper,Maddy,12/2/2019,,12/9/2019,Done,No,No,increasing wages,Benefit,,18.0
Function Inc,https://app.gusto.com/panda/companies/7757616923567195,Pennsylvania Withholding Tax,PA0000-001,"$1,210,178.26","$1,210,178.26","$37,816.44","$1,210,229.90","$1,210,229.90","$37,818.03",$1.59,,2019143600.5319444445PA0000-0017757616923567195,5/10/2019,2019 1,Tier 4,$51.64,$51.64,$1.59,No,SW increase,"Administrative error, employee payroll was not included on the original return",PA0000-001,Hand Key,Kinzi,12/9/2019,,,Needs Payment,No,No,,Benefit,,
Function Inc,https://app.gusto.com/panda/companies/7757616923567195,Cleveland (Township) Southern Columbia Area School District EIT,PA0466-001,"$1,210,178.26","$1,210,178.26","$20,331.07","$1,210,229.90","$1,210,229.90","$20,332.10",$1.03,,2019143600.5319444445PA9901-EIT7757616923567195,5/10/2019,2019 1,Tier 3,$51.64,$51.64,$1.03,No,SW increase,"Administrative error, employee payroll was not included on the original return",PA9901-EIT,Manual,,,,,,,,,,,
Function Inc,https://app.gusto.com/panda/companies/7757616923567195,Cleveland (Township) Southern Columbia Area School District EIT,PA0466-001,"$1,272,632.24","$1,272,632.24","$20,890.95","$1,272,651.50","$1,272,651.50","$20,891.34",$0.39,"Employee Kristen Smith moved to part time and had pretax benefits that should be post tax wages.  03410286 (keegan.lape@gusto.com at Aug 21, 2019 at 12:18 PM)",2019243698.45PA9901-EIT7757616923567195,8/16/2019,2019 2,Tier 3,$19.26,$19.26,$0.39,No,SW increase,"Administrative error, employee payroll was not included on the original return",PA9901-EIT,Manual,,,,,,,,,,,
Function Inc,https://app.gusto.com/panda/companies/7757616923567195,Pennsylvania Withholding Tax,PA0000-001,"$1,272,632.24","$1,272,632.24","$39,619.23","$1,272,651.50","$1,272,651.50","$39,619.82",$0.59,"Employee Kristen Smith moved to part time and had pretax benefits that should be post tax wages.  03410286 (keegan.lape@gusto.com at Aug 21, 2019 at 12:18 PM)",2019243698.45PA0000-0017757616923567195,8/16/2019,2019 2,Tier 4,$19.26,$19.26,$0.59,No,SW increase,"Administrative error, employee payroll was not included on the original return",PA0000-001,Hand Key,Kinzi,12/9/2019,,,Needs Payment,No,No,,Benefit,,
"FUNctionabilities, Inc.",https://app.gusto.com/panda/companies/7757616923694289,Utah State Tax,UT0000-001,"$137,752.93","$137,752.93","$5,585.45","$137,952.93","$137,952.93","$5,585.45",$0.00,"Marking for amendment because employee Tracy had a benefit reversal for pre-taxed HSA amounts impacting Q1 2019 (kelly.thomas@gusto.com at Jun 07, 2019 at 12:18 PM)",2019143623.5048611111UT0000-0017757616923694289,6/7/2019,2019 1,Tier 4,$200.00,$200.00,$0.00,No,SW increase,"Administrative error, employee payroll was not included on the original return",UT0000-001,Hand Key,Maddy,12/9/2019,,12/13/2019,Done,No,No,1-957-528-192,Benefit,,27.0
"FUNctionabilities, Inc.",https://app.gusto.com/panda/companies/7757616923694289,Utah State Unemployment Tax,UT0000-010,"$136,951.78","$136,951.78",$136.95,"$137,151.78","$137,151.78",$137.15,$0.20,"Marking for amendment because employee Tracy had a benefit reversal for pre-taxed HSA amounts impacting Q1 2019 (kelly.thomas@gusto.com at Jun 07, 2019 at 12:18 PM)",2019143623.5048611111UT0000-0107757616923694289,6/7/2019,2019 1,Tier 1,$200.00,$200.00,$0.20,No,SW increase,"Administrative error, employee payroll was not included on the original return",UT0000-010,Paper,Ben,12/9/2019,,12/12/2019,Done,Yes,No,Done,Benefit,,26.0
"Functionize, Inc.",https://app.gusto.com/panda/companies/7757616923640023,Vermont Unemployment Insurance Tax,VT0000-010,$0.00,$0.00,$0.00,"$15,600.00","$18,000.00",$156.00,$0.00,,2019143599.6201388889VT0000-0107757616923640023,5/10/2019,2019 1,Tier 1,"$15,600.00","$18,000.00",$156.00,Yes,SW increase,"Administrative error, employee payroll was not included on the original return",VT0000-010,Paper,Helper,12/9/2019,,,,,,,,,
"Functionize, Inc.",https://app.gusto.com/panda/companies/7757616923640023,Michigan Obligation Assessment Tax,MI0000-129,$0.00,$0.00,$0.00,"$9,000.00","$11,666.68",$104.40,$0.00,"Employee Jim was labeled as living and working in CA when he was actually located in MI. Amending for change in state wages and taxes.  (mckenzie.smith@gusto.com at Jul 26, 2019 at  8:28 AM)",2019243671.3590277778MI0000-0107757616923640023,7/19/2019,2019 2,Tier 1,"$9,000.00","$11,666.68",$104.40,Yes,SW increase,"Administrative error, employee payroll was not included on the original return",MI0000-010,Hand Key,,,,,,,,,,,
